Unnamed: 0,Datetime,Tweet Id,Metaphor[1or0],Mapping,Hashtags_sp,AltMapping
3179,2021-03-18 06:15:37+00:00,1372431476491390977,0,Lesson/Teacher,['corona'],
3180,2021-03-18 00:51:03+00:00,1372349797307314177,1,Lesson/Teacher,['covid19'],
3181,2021-03-19 11:42:56+00:00,1372876237765451780,,War,"['covid19india', 'covidvaccine', 'covid19', 'lockdown']",
3182,2021-03-19 20:52:07+00:00,1373014443194425345,1,Lesson/Teacher,"['covid19.', 'lockdown']",
3183,2021-03-19 18:04:06+00:00,1372972162726854662,0,Journey,['covid19'],
3184,2021-03-19 06:40:50+00:00,1372800210196328452,1,Stigma,['covid19'],
3185,2021-03-19 06:29:46+00:00,1372797425937620994,1,Flower,['coronavirus'],
3186,2021-03-19 06:17:07+00:00,1372794242033094665,1,War,['covid19'],
3187,2021-03-19 04:28:16+00:00,1372766848521957377,0,Prison,"['pandemic', 'lockdown']",
3188,2021-03-20 10:11:09+00:00,1373215526609031170,1,Success/Challenge,['coronavirus'],
3189,2021-03-20 06:37:24+00:00,1373161735557840896,1,Hammer,['lockdown2021'],
3190,2021-03-21 16:37:51+00:00,1373675230812540931,0,Accident,['covid19'],
3191,2021-03-21 12:26:48+00:00,1373612052665622530,1,War,"['lockdown2021', 'covidiots']",
3192,2021-03-22 15:58:48+00:00,1374027793323810818,1,War,['jantacurfewanniversary'],
3193,2021-03-22 14:35:36+00:00,1374006855966490624,1,Accident,"['covid19india', 'corona']",
3194,2021-03-22 14:03:41+00:00,1373998821672292352,0,Hammer,['covid19'],
3195,2021-03-22 12:03:02+00:00,1373968458149359616,0,Prison,"['jantacurfew', 'corona', 'pandemic', 'lockdown', 'covidãƒ¼19']",
3196,2021-03-22 06:28:21+00:00,1373884232854990851,0,Hammer,['lockdown'],
3197,2021-03-22 05:40:38+00:00,1373872225862885376,0,Lesson/Teacher,"['janatacurfew', 'lockdown']",
3198,2021-03-22 05:21:36+00:00,1373867434478768129,1,War,['janatacurfew'],
3199,2021-03-22 05:16:58+00:00,1373866269565329410,0,War,['janatacurfew'],
3200,2021-03-22 04:16:04+00:00,1373850945574998018,1,War,['janatacurfew'],
3201,2021-03-22 03:25:43+00:00,1373838273664012294,1,Monster,['jantacurfew.'],
3202,2021-03-22 03:18:33+00:00,1373836468515336192,0,Savior,['covidãƒ¼19'],
3203,2021-03-22 02:54:53+00:00,1373830512070955009,1,War,['janatacurfew'],
3204,2021-03-22 02:49:36+00:00,1373829183441235969,1,War,"['covishield', 'covid19india', 'covid19vaccine', 'janatacurfew']",
3205,2021-03-22 02:32:22+00:00,1373824845004206085,0,Journey,['covid'],
3206,2021-03-23 15:09:25+00:00,1374377754183880712,0,War,"['coronavaccine', 'lockdowns', 'covid19&amp;']",
3207,2021-03-23 12:28:20+00:00,1374337215614967810,1,War,"['coronavirus', 'indiafightscorona']",
3208,2021-03-23 11:45:39+00:00,1374326473763418116,1,War,"['covid19', 'coronaupdate', 'coronavirusindia', 'covid19uk', 'coronavirusoutbreak', 'coronaupdates', 'covidvaccinescam', 'cov', 'covid19ab', 'covidãƒ¼19', 'coronavirus']",
3209,2021-03-23 04:14:05+00:00,1374212832980443139,0,Prison,"['lockdownanniversary.', 'covid19']",
3210,2021-03-24 19:23:05+00:00,1374803976621723651,0,Monster,['coronavirus'],
3211,2021-03-24 18:21:25+00:00,1374788457734705152,1,Success/Challenge,['covid19'],
3212,2021-03-24 09:50:57+00:00,1374659995854196737,0,Accident,['coronavirus'],
3213,2021-03-24 09:12:21+00:00,1374650282232082438,0,Barrier/Shield,['covid19?'],
3214,2021-03-25 20:22:48+00:00,1375181391780978688,1,Monster,['corona'],
3215,2021-03-25 16:42:24+00:00,1375125929257627650,0,Catalyst,['lockdown'],
3216,2021-03-25 13:21:16+00:00,1375075312577388550,0,Success/Challenge,"['covid', 'indiafightscorona']",
3217,2021-03-25 10:57:07+00:00,1375039035073126400,0,Journey,['covid19.'],
3218,2021-03-25 08:12:35+00:00,1374997626546876417,1,War,['coronavirus'],
3219,2021-03-25 06:28:55+00:00,1374971540928798720,0,War,['covid19vaccination'],
3220,2021-03-25 04:20:58+00:00,1374939340724338690,0,War,['covid'],
3221,2021-03-25 02:52:44+00:00,1374917134619308035,0,Catalyst,['covid19'],
3222,2021-03-26 23:04:54+00:00,1375584574105739266,1,Water/Wave/Tide,['nightcurfew'],
3223,2021-03-26 09:07:40+00:00,1375373880387231744,0,Prison,"['indianandcovid', 'covidindia', 'covidinindia', 'covid19']",
3224,2021-03-27 07:22:27+00:00,1375709785924853767,0,Lesson/Teacher,['covid'],
3225,2021-03-27 05:10:36+00:00,1375676607700983810,0,Prison,['covid19'],
3226,2021-03-28 11:38:58+00:00,1376136731532099589,1,Lesson/Teacher,['covid_19'],
3227,2021-03-28 10:56:51+00:00,1376126132223766530,0,Savior,['nightcurfew'],
3228,2021-03-28 08:02:47+00:00,1376082325490991107,0,Lesson/Teacher,['covid19'],
3229,2021-03-29 13:00:46+00:00,1376519703355564034,1,Lesson/Teacher,['covid19'],
3230,2021-03-29 01:27:03+00:00,1376345122552483841,1,War,"['lockdown2021', 'covidqld', 'covid19', 'coronavirus']",
3231,2021-03-30 02:10:19+00:00,1376718398571257859,0,War,"['covid19india', 'covid19']",
3232,2021-03-31 20:03:30+00:00,1377350865334374402,1,War,['coronavirus'],
3233,2021-03-31 07:23:24+00:00,1377159578425516032,1,War,['covidsecondwave'],
3234,2021-03-31 07:06:46+00:00,1377155394259197952,0,Luxury,"['pandemic', 'covid19']",
3235,2021-03-31 04:26:28+00:00,1377115050675109890,0,Lesson/Teacher,['lockdown'],
3236,2021-03-31 03:46:22+00:00,1377104959376781314,1,Monster,['covid19'],
3237,2020-05-17 20:00:24+00:00,1262110742200963072,1,War,"['lockdownindia', 'fightthevirus', 'chinesevirus', 'coronavirus']",
3238,2020-05-17 19:28:32+00:00,1262102721013993480,0,Miracle,"['covid__19', 'lockdownindia']",
3239,2020-05-17 18:25:52+00:00,1262086951517270020,0,Luxury,"['indiafightscorona', 'lockdownextended', 'lockdownindia']",
3240,2020-05-17 17:33:41+00:00,1262073821605048321,0,Lesson/Teacher,"['lockdown', 'lockdownextended', 'lockdownextension', 'lockdownindia']",
3241,2020-05-17 16:03:41+00:00,1262051169255526402,1,War,"['covid__19', 'lockdown4']",
3242,2020-05-17 15:14:57+00:00,1262038905668304897,1,Lesson/Teacher,['lockdown'],
3243,2020-05-17 13:06:47+00:00,1262006653446246400,0,Lesson/Teacher,['lockdown'],
3244,2020-05-17 12:06:50+00:00,1261991564584333316,1,War,"['lockdownextension', 'covid__19', 'lockdown4', 'lockdownextended', 'coronavirusinindia']",
3245,2020-05-17 11:44:32+00:00,1261985953809195008,0,Accident,['covid19'],
3246,2020-05-17 10:20:05+00:00,1261964698972385280,1,Lesson/Teacher,['covid19'],
3247,2020-05-17 09:53:14+00:00,1261957945262108672,0,War,"['lockdown', 'lockdown4']",
3248,2020-05-17 08:09:06+00:00,1261931739376582656,0,Monster,['mahakosha_fights_corona'],
3249,2020-05-17 07:46:17+00:00,1261925996749639687,1,War,['stayhomestaysafe'],
3250,2020-05-17 05:34:28+00:00,1261892821545607168,1,War,['mahakoshal_fights_corona'],
3251,2020-05-17 05:05:41+00:00,1261885580847255559,0,Accident,['lockdown'],
3252,2020-05-17 04:55:15+00:00,1261882953975521280,1,Lesson/Teacher,['covid'],
3253,2020-05-17 04:34:56+00:00,1261877839747411968,0,Freedom,['covid-19:'],
3254,2020-05-17 04:25:54+00:00,1261875569697984512,0,Journey,"['covid19', 'covid_19']",
3255,2020-05-17 04:17:42+00:00,1261873505995329536,0,Journey,['covid19'],
3256,2020-05-17 03:42:27+00:00,1261864631359942656,1,War,['covid_19'],
3257,2020-05-17 02:58:28+00:00,1261853564542111745,1,War,['combatcovid19challenge'],
3258,2020-05-17 02:54:09+00:00,1261852479014105089,0,Luxury,"['lockdown', 'lockdownextension', 'covidsafe']",
3259,2020-05-17 02:38:33+00:00,1261848550129852416,0,Success/Challenge,['icmrfightscovid19'],
3260,2020-05-17 01:51:32+00:00,1261836719692951558,1,Person,"['gocoronago', 'coronafighters', 'coronavirus']",
3261,2020-05-18 20:20:51+00:00,1262478276540248065,1,War,['coronazeehad'],
3262,2020-05-18 19:24:20+00:00,1262464054142078977,0,Luxury,['covid_19'],
3263,2020-05-18 19:12:16+00:00,1262461017478410243,0,Lesson/Teacher,['coronavirus'],
3264,2020-05-18 17:42:52+00:00,1262438519366180870,0,Accident,['indialosttocovid'],
3265,2020-05-18 15:35:23+00:00,1262406436501327878,1,Storm,"['coronainmaharashtra', 'coronaupdatesinindia']",
3266,2020-05-18 14:19:28+00:00,1262387330616307715,1,Barrier/Shield,['coronavirusinindia'],
3267,2020-05-18 14:08:48+00:00,1262384645963943939,0,Hammer,['coronavirus'],
3268,2020-05-18 14:04:35+00:00,1262383584914157568,0,Hammer,['coronavirus'],
3269,2020-05-18 13:56:46+00:00,1262381619375210502,1,Lesson/Teacher,"['stayhomestaysafe', 'covid_19']",
3270,2020-05-18 13:15:57+00:00,1262371347516272642,0,Prison,"['coronaisnewnormal', 'corona']",
3271,2020-05-18 12:37:34+00:00,1262361689288249350,0,Journey,['lockdown'],
3272,2020-05-18 11:17:32+00:00,1262341546818646017,0,War,['corona'],
3273,2020-05-18 10:10:26+00:00,1262324660579885057,0,Prison,['lockdown'],
3274,2020-05-18 08:32:56+00:00,1262300124165713921,0,War,['covid19'],
3275,2020-05-18 07:53:31+00:00,1262290204078964736,1,War,['lockdown'],
3276,2020-05-18 07:26:26+00:00,1262283387550736384,0,Prison,['lockdown'],
3277,2020-05-18 06:34:59+00:00,1262270439440748544,0,War,"['coronawarriors', 'coronavirus']",
3278,2020-05-18 06:30:39+00:00,1262269347910676482,0,Success/Challenge,['covid19'],
3279,2020-05-18 06:18:31+00:00,1262266297930231808,0,Lesson/Teacher,['covid-19:'],
3280,2020-05-18 05:28:58+00:00,1262253826268110849,0,Lesson/Teacher,['coronavirus'],
3281,2020-05-18 04:50:02+00:00,1262244027191054338,1,War,['covid19'],
3282,2020-05-18 04:22:37+00:00,1262237128806797312,0,Success/Challenge,['covid19'],
3283,2020-05-18 04:11:10+00:00,1262234249098223617,0,Luxury,['covid__19'],
3284,2020-05-18 03:23:14+00:00,1262222184153407488,0,Luxury,"['covid_19india', 'coronaviruslockdown', 'lockdown4', 'lockdownindia']",
3285,2020-05-18 02:42:38+00:00,1262211969597112320,0,Freedom,['coronavirus'],
3286,2020-05-18 02:42:28+00:00,1262211924743217154,0,Hammer,"['corona', 'covid__19', 'lockdown4point0']",
3287,2020-05-18 01:39:06+00:00,1262195979639537664,0,Lesson/Teacher,['stayhomestaysafe'],
3288,2020-05-18 01:29:00+00:00,1262193439111815170,0,Savior,['stayhomestaysafe'],
3289,2020-05-18 00:24:14+00:00,1262177136162398208,1,Darkness,"['coronawillendsoon', 'coronawarriors', 'corona']",
3290,2020-05-18 00:23:32+00:00,1262176963143192577,0,Lesson/Teacher,['lockdown'],
3291,2020-05-19 23:18:16+00:00,1262885312927154177,1,War,['covid_19india'],
3292,2020-05-19 20:09:31+00:00,1262837812648448008,0,Lesson/Teacher,['covid19'],
3293,2020-05-19 20:01:12+00:00,1262835721410207746,1,War,"['stayhomestaysafe', 'indiafightscovid19']",
3294,2020-05-19 17:51:00+00:00,1262802954815299584,0,Miracle,"['lockdownindia', 'covid_19']",
3295,2020-05-19 17:10:08+00:00,1262792668825993218,1,War,['coronazeehad'],
3296,2020-05-19 16:58:34+00:00,1262789757081473027,1,Lesson/Teacher,['pandemic'],
3297,2020-05-19 16:52:24+00:00,1262788206690316288,0,Monster,['coronavirus'],
3298,2020-05-19 16:12:47+00:00,1262778235156398083,0,War,['covid_19india'],
3299,2020-05-19 16:00:57+00:00,1262775256927764481,0,War,['covid_19'],
3300,2020-05-19 15:39:09+00:00,1262769773034696709,0,Landscape,"['lockdown', 'quarantine', 'covid_19']",
3301,2020-05-19 15:23:14+00:00,1262765767604363266,0,Monster,['coronavirus'],
3302,2020-05-19 15:22:49+00:00,1262765661538795533,0,War,['covid19'],
3303,2020-05-19 14:53:48+00:00,1262758357825318917,0,Catalyst,"['covid19', 'covidvaccine']",
3304,2020-05-19 14:31:52+00:00,1262752838452568070,1,War,['coronazeehad'],
3305,2020-05-19 14:26:06+00:00,1262751386606817292,0,Lesson/Teacher,"['corona', 'coronaupdate']",
3306,2020-05-19 13:58:59+00:00,1262744563833176066,0,Landscape,['covid19'],
3307,2020-05-19 13:27:58+00:00,1262736757734256642,0,Lesson/Teacher,['covid19'],
3308,2020-05-19 11:34:31+00:00,1262708206817538050,0,Lesson/Teacher,['lockdown'],
3309,2020-05-19 10:46:51+00:00,1262696214425825281,1,War,['covid19'],
3310,2020-05-19 10:42:51+00:00,1262695207767642112,0,Journey,['covid19'],
3311,2020-05-19 10:24:51+00:00,1262690675616694274,1,Prison,"['covid19india', 'indiafightscorona']",
3312,2020-05-19 09:39:23+00:00,1262679233643655174,0,Lesson/Teacher,"['lockdown', 'coronaviruspandemic', 'covidãƒ¼19', 'coronavirus']",
3313,2020-05-19 08:58:42+00:00,1262668995670364161,0,Lesson/Teacher,"['lockdownextention', 'lockdown', 'coronavirus', 'coronavirusinindia', 'coronaviruslockdown']",
3314,2020-05-19 08:27:53+00:00,1262661239034966017,1,Storm,['covid19'],
3315,2020-05-19 07:33:20+00:00,1262647514580373504,0,Catalyst,['stayhomestaysafe'],
3316,2020-05-19 06:04:47+00:00,1262625229265793024,0,Freedom,['covid-19:'],
3317,2020-05-19 05:36:37+00:00,1262618140199903233,1,War,['coronazeehad'],
3318,2020-05-19 04:44:05+00:00,1262604917883060224,1,War,"['covid_19india', 'coronawarriorsindia']",
3319,2020-05-19 03:47:09+00:00,1262590592854437888,0,Accident,['covid'],
3320,2020-05-19 03:05:48+00:00,1262580186970652673,1,Storm,"['corona', 'covid_19india', 'covid19', 'coronavirusupdate']",
3321,2020-05-19 00:40:53+00:00,1262543715458932736,1,War,['coronazeehad'],
3322,2020-05-20 18:55:43+00:00,1263181626797748224,0,Monster,['covid_19india'],
3323,2020-05-20 18:21:51+00:00,1263173104961859589,0,Journey,['covid19'],
3324,2020-05-20 17:24:38+00:00,1263158705421500417,0,Monster,"['coronavirusoutbreak', 'covid__19', 'covid']",
3325,2020-05-20 17:23:50+00:00,1263158506389037057,0,Darkness,['coronaviruspandemic'],
3326,2020-05-20 17:07:23+00:00,1263154365667463174,0,War,['covid19'],
3327,2020-05-20 15:31:49+00:00,1263130315242995712,0,War,['corona.'],
3328,2020-05-20 15:07:20+00:00,1263124151172165632,1,Storm,['covid19'],
3329,2020-05-20 13:17:50+00:00,1263096598172782598,1,War,['coronazeehad'],
3330,2020-05-20 12:54:50+00:00,1263090807042531334,0,War,['covid_19ke'],
3331,2020-05-20 12:43:44+00:00,1263088014093213696,0,Luxury,['covid19'],
3332,2020-05-20 10:28:14+00:00,1263053916125749248,0,War,"['coronawarriors', 'corona', 'lockdown.']",
3333,2020-05-20 09:58:54+00:00,1263046532896567296,0,Lesson/Teacher,"['indiafightscorona', 'indiafightscovid19']",
3334,2020-05-20 09:36:37+00:00,1263040924927623169,0,Monster,['coronavirusindia'],
3335,2020-05-20 09:29:35+00:00,1263039153580670979,1,War,['covid19(becuase'],
3336,2020-05-20 09:07:19+00:00,1263033550216916993,0,Journey,"['coronavirusinindia', 'coronawarriors']",
3337,2020-05-20 08:59:36+00:00,1263031612029038592,1,Stigma,['covid19'],
3338,2020-05-20 07:56:19+00:00,1263015684620955648,0,Darkness,"['coronavirusinindia', 'lockdown4']",
3339,2020-05-20 07:04:38+00:00,1263002678650564610,0,Miracle,['covid_19'],
3340,2020-05-20 05:32:07+00:00,1262979396987547649,1,War,['covid_19'],
3341,2020-05-20 03:13:26+00:00,1262944493600415745,0,Accident,['coronavirus'],
3342,2020-05-20 02:00:03+00:00,1262926025823973377,0,Journey,"['covid19', 'coronavirus']",
3343,2020-05-21 18:56:55+00:00,1263544317760598018,0,Accident,['covid__19'],
3344,2020-05-21 17:50:21+00:00,1263527565039468544,1,War,"['corona.the', 'covid19india']",
3345,2020-05-21 16:02:03+00:00,1263500308954492929,0,War,['indiafightscorona'],
3346,2020-05-21 16:01:49+00:00,1263500253816291329,1,War,['coronawarriors'],
3347,2020-05-21 15:59:07+00:00,1263499571717713922,0,Lesson/Teacher,['covid_19'],
3348,2020-05-21 15:54:19+00:00,1263498364596994048,0,War,['corona'],
3349,2020-05-21 14:21:24+00:00,1263474983071776769,0,Monster,"['indiafightscorona', 'coronavirus']",
3350,2020-05-21 14:12:54+00:00,1263472843800666112,1,Catalyst,['covid_19'],
3351,2020-05-21 14:08:41+00:00,1263471782469738509,0,War,['covid-19â€.'],
3352,2020-05-21 13:20:13+00:00,1263459584754270210,0,Monster,['indiafightscorona!'],
3353,2020-05-21 11:20:36+00:00,1263429483781996545,1,War,['coronavirus'],
3354,2020-05-21 11:16:36+00:00,1263428477098708992,0,War,"['covid19', 'coronavirus']",
3355,2020-05-21 09:52:38+00:00,1263407344186060801,0,Journey,"['indiafightscoronavirus', 'coronavirus']",
3356,2020-05-21 08:44:16+00:00,1263390137926463488,1,Success/Challenge,['covid19'],
3357,2020-05-21 06:40:30+00:00,1263358992790761473,0,War,['indiafightscorona'],
3358,2020-05-21 05:10:46+00:00,1263336408959184898,0,Savior,['indiafightscorona'],
3359,2020-05-21 05:10:42+00:00,1263336391980617730,1,War,['indiafightscorona'],
3360,2020-05-21 05:08:26+00:00,1263335824348729345,0,War,['indiafightscorona'],
3361,2020-05-21 04:19:39+00:00,1263323548333924352,0,Catalyst,['coronavirus'],
3362,2020-05-21 04:18:20+00:00,1263323216090738688,0,Journey,['covid19'],
3363,2020-05-21 04:01:10+00:00,1263318896234373121,0,Journey,"['lockdown', 'covid19']",
3364,2020-05-21 02:40:32+00:00,1263298603239346176,0,Catalyst,['coronavirus'],
3365,2020-05-21 00:54:30+00:00,1263271917085003777,1,Success/Challenge,['coronaupdates'],
3366,2020-05-22 16:51:18+00:00,1263875092414693376,1,Water/Wave/Tide,['covid19!'],
3367,2020-05-22 19:57:40+00:00,1263921995793657856,1,Lesson/Teacher,"['covid_19india', 'lockdownindia']",
3368,2020-05-22 19:46:33+00:00,1263919198209638401,0,War,['coronawarrior'],
3369,2020-05-22 17:05:51+00:00,1263878756344700928,1,Freedom,"['covid19', 'indiafightscoronavirus']",
3370,2020-05-22 17:02:53+00:00,1263878006830850048,0,Journey,['covid19'],
3371,2020-05-22 16:37:39+00:00,1263871657875144705,0,Hammer,['covid'],
3372,2020-05-22 15:29:39+00:00,1263854545987416067,0,Prison,"['covid_19india', 'lockdown4']",
3373,2020-05-22 15:10:29+00:00,1263849723191934978,0,Water/Wave/Tide,['covid_19'],
3374,2020-05-22 14:38:51+00:00,1263841761345986565,1,Lesson/Teacher,"['coronavirusinindia', 'pandemic', 'covid__19', 'coronavirus']",
3375,2020-05-22 11:03:38+00:00,1263787600789164032,1,War,['covid__19'],
3376,2020-05-22 11:01:33+00:00,1263787073669984256,1,War,['covid__19'],
3377,2020-05-22 09:28:06+00:00,1263763560078864384,1,Stigma,"[""covid19's""]",
3378,2020-05-22 09:25:50+00:00,1263762985643732992,1,War,"['covid__19', 'covid19', 'corona', 'coronavirusinindia', 'covid_19india']",
3379,2020-05-22 06:52:15+00:00,1263724335782477824,0,War,['coronavirus'],
3380,2020-05-22 06:31:36+00:00,1263719138872061952,0,War,['lockdown'],
3381,2020-05-22 05:22:38+00:00,1263701784867946496,0,Lesson/Teacher,"['covidiot', 'covid_19india', 'keepthelockdown']",
3382,2020-05-22 05:14:20+00:00,1263699697467785217,0,Accident,['covid'],
3383,2020-05-22 04:03:11+00:00,1263681790356717569,0,Luxury,['indiafightscorona'],
3384,2020-05-22 03:58:06+00:00,1263680510305415173,0,Journey,"['coronavirusoutbreak', 'covid19', 'coronavirus', 'coronavirusinindia', 'coronaviruspandemic']",
3385,2020-05-22 03:13:02+00:00,1263669171453386752,1,War,['covid_19'],
3386,2020-05-22 02:36:34+00:00,1263659991933710336,1,Stigma,['coronavirus'],
3387,2020-05-23 11:15:26+00:00,1264152955873144833,0,Lesson/Teacher,['covid'],
3388,2020-05-23 21:01:29+00:00,1264300440486907907,0,Monster,['coronavirus'],
3389,2020-05-23 16:54:36+00:00,1264238311314354178,1,Lesson/Teacher,['covid_19india'],
3390,2020-05-23 16:47:07+00:00,1264236426624933888,0,Prison,['coronavirusindia'],
3391,2020-05-23 16:30:42+00:00,1264232298221670400,1,Lesson/Teacher,"['covid19', 'coronapandemic']",
3392,2020-05-23 15:55:31+00:00,1264223443186311168,0,Prison,['coronavirus'],
3393,2020-05-23 14:15:09+00:00,1264198186001809409,0,Journey,['covid19'],
3394,2020-05-23 09:13:41+00:00,1264122316180643842,1,War,['covid19warriors'],
3395,2020-05-23 08:22:44+00:00,1264109497494106112,0,Luxury,"['quarantine', 'lockdownindia']",
3396,2020-05-23 07:18:16+00:00,1264093270625464321,0,Water/Wave/Tide,['covid19!'],
3397,2020-05-23 06:10:51+00:00,1264076307408846848,0,Luxury,['indiafightscorona'],
3398,2020-05-23 04:52:26+00:00,1264056573132849152,0,Success/Challenge,['covid19'],
3399,2020-05-23 04:49:19+00:00,1264055789343305728,1,Lesson/Teacher,['corona.'],
3400,2020-05-23 03:03:55+00:00,1264029264669601792,1,Lesson/Teacher,['corona.'],
3401,2020-05-24 21:54:22+00:00,1264676138300948481,0,Success/Challenge,['stayhomestaysafe'],
3402,2020-05-24 18:42:58+00:00,1264627969609195524,1,Storm,"['modigovtfailedlockdown', 'coronavirus']",
3403,2020-05-24 18:39:37+00:00,1264627127938248705,1,Lesson/Teacher,['covid19'],
3404,2020-05-24 18:30:42+00:00,1264624881951404032,0,Lesson/Teacher,['covid19'],
3405,2020-05-24 16:40:27+00:00,1264597137989554176,1,Lesson/Teacher,['lockdown'],
3406,2020-05-24 16:29:24+00:00,1264594358063505417,0,Prison,['coronariskinjail'],
3407,2020-05-24 16:10:08+00:00,1264589508223238144,0,Hammer,"['lockdown', 'covid2019', 'quarantine']",
3408,2020-05-24 14:34:52+00:00,1264565536236527616,1,Lesson/Teacher,['covid?'],
3409,2020-05-24 14:13:43+00:00,1264560209772466176,1,War,['indiafightscoronavirus'],
3410,2020-05-24 13:42:42+00:00,1264552404315279361,0,War,"['covid_19india', 'covid19']",
3411,2020-05-24 13:08:21+00:00,1264543760735756288,0,Savior,['indiafightscorona'],
3412,2020-05-24 11:19:54+00:00,1264516469657948161,0,Catalyst,"['covid_19india', 'covidãƒ¼19']",
3413,2020-05-24 11:13:36+00:00,1264514882835120128,1,Lesson/Teacher,"['coronaviruscrisis', 'covid19']",
3414,2020-05-24 09:40:07+00:00,1264491358682624000,1,Savior,['coronawarrior.'],
3415,2020-05-24 06:46:46+00:00,1264447733219409922,0,War,['covid19'],
3416,2020-05-24 06:13:05+00:00,1264439258082709505,1,Darkness,['covid_19'],
3417,2020-05-24 05:31:50+00:00,1264428876551331840,1,War,['indiafightscorona'],
3418,2020-05-24 04:49:41+00:00,1264418269018152965,0,Lesson/Teacher,['indiafightscorona'],
3419,2020-05-24 03:53:07+00:00,1264404030861840386,0,Landscape,['lockdown'],
3420,2020-05-24 03:07:46+00:00,1264392618538160129,1,Monster,['lockdown'],
3421,2020-05-25 20:30:51+00:00,1265017508823576581,1,Lesson/Teacher,['coronavirus'],
3422,2020-05-25 19:41:59+00:00,1265005210696441856,1,War,['lockdown4point1'],
3423,2020-05-25 18:50:28+00:00,1264992245863706624,0,Storm,['coronavirus'],
3424,2020-05-25 18:32:23+00:00,1264987693567676416,1,Landscape,['coronavirus'],
3425,2020-05-25 16:49:00+00:00,1264961679806197760,0,Landscape,['covid__19'],
3426,2020-05-25 16:13:19+00:00,1264952696169287686,0,Miracle,['coronavirus'],
3427,2020-05-25 16:06:55+00:00,1264951085371805696,0,Luxury,['covid19'],
3428,2020-05-25 15:12:18+00:00,1264937341602406400,0,Luxury,"['quarantine', 'goafightscovid19']",
3429,2020-05-25 15:04:33+00:00,1264935393369047040,1,Monster,['covid19'],
3430,2020-05-25 13:55:19+00:00,1264917966946172929,0,Storm,['indiafightscorona'],
3431,2020-05-25 12:36:28+00:00,1264898124650348544,1,Lesson/Teacher,['lockdown'],
3432,2020-05-25 12:29:43+00:00,1264896427089633280,0,Luxury,['indiafightscorona'],
3433,2020-05-25 12:01:28+00:00,1264889318163845121,0,Monster,['covid__19'],
3434,2020-05-25 10:40:14+00:00,1264868873544839168,0,Success/Challenge,['covid__19'],
3435,2020-05-25 10:09:27+00:00,1264861126355017736,1,War,['coronavirus'],
3436,2020-05-25 10:02:29+00:00,1264859374788530177,0,Luxury,['covid'],
3437,2020-05-25 09:16:08+00:00,1264847710969925632,1,Stigma,['covid__19'],
3438,2020-05-25 08:41:14+00:00,1264838925937307648,1,War,['covid19'],
3439,2020-05-25 07:40:30+00:00,1264823642887610371,1,Stigma,"['corona', 'pandemic2020']",
3440,2020-05-25 06:44:19+00:00,1264809502324527104,0,War,['coronaviruscrisis'],
3441,2020-05-25 06:11:02+00:00,1264801130254655489,0,Success/Challenge,['stayhomestaysafe'],
3442,2020-05-25 05:56:57+00:00,1264797584066928641,0,War,"['coronawarriors', 'covid19pandemic', 'coronavirus']",
3443,2020-05-25 05:11:05+00:00,1264786041027715072,1,War,['covid19'],
3444,2020-05-25 04:46:11+00:00,1264779776499179520,0,War,['covid'],
3445,2020-05-25 04:19:19+00:00,1264773015641833472,0,Monster,['pandemic'],
3446,2020-05-25 04:09:06+00:00,1264770443451305984,0,Freedom,['covid_19'],
3447,2020-05-25 03:58:21+00:00,1264767738947538952,0,Success/Challenge,['stayhomestaysafe'],
3448,2020-05-25 03:21:31+00:00,1264758468688384001,1,War,['coronawarrior'],
3449,2020-05-25 03:10:30+00:00,1264755695418654726,0,War,['covid19'],
3450,2020-05-26 19:35:37+00:00,1265365995238993921,0,Lesson/Teacher,['covid19'],
3451,2020-05-26 19:17:36+00:00,1265361460030472192,1,Prison,"['lockdownindia', 'covid_19']",
3452,2020-05-26 18:03:31+00:00,1265342817351720960,1,Landscape,"['covid', 'covid_19']",
3453,2020-05-26 16:38:34+00:00,1265321438170537985,0,Lesson/Teacher,['covid__19'],
3454,2020-05-26 16:09:44+00:00,1265314184897523712,1,War,"['covid19', 'coronavirus']",
3455,2020-05-26 15:47:56+00:00,1265308698693390336,1,War,['coronavirus'],
3456,2020-05-26 14:49:15+00:00,1265293931509452800,0,Accident,['covid19'],
3457,2020-05-26 14:06:53+00:00,1265283266573148163,1,Hammer,['covid19'],
3458,2020-05-26 12:18:17+00:00,1265255937125777408,1,Catalyst,['corona'],
3459,2020-05-26 08:51:51+00:00,1265203985390034945,0,Luxury,['coronavirus'],
3460,2020-05-26 05:44:01+00:00,1265156717714628608,0,Journey,['covid19'],
3461,2020-05-26 05:36:39+00:00,1265154861986807808,1,Landscape,"['covid_19india', 'covid__19']",
3462,2020-05-26 05:20:03+00:00,1265150684082499585,0,Catalyst,['indiafightscorona'],
3463,2020-05-26 04:53:59+00:00,1265144126405783552,0,Success/Challenge,['covid19'],
3464,2020-05-26 04:36:40+00:00,1265139767622205440,0,Journey,"['indiafightscorona', 'covid__19']",
3465,2020-05-26 03:31:44+00:00,1265123425078480896,0,Water/Wave/Tide,['covid'],
3466,2020-05-27 18:18:23+00:00,1265708947501051904,1,War,['corona.'],
3467,2020-05-27 16:01:40+00:00,1265674541042409474,1,Lesson/Teacher,['covid_19'],
3468,2020-05-27 15:04:28+00:00,1265660146606374918,0,Success/Challenge,"['coronavirusinindia', 'jantacurfew', 'corona', 'lockdown5']",
